id,context,question,answer_text,start_position
,"게르마노닥틸루스는 머리가 길고 주둥이 끝부터 머리 뒤쪽으로 낮은 볏이 발달했으며, 주둥이에는 날카로운 이빨이 나 있다. 몸이 가벼워서 하늘을 자유자재로 날았을 것으로 보인다. 꼬리는 매우 짧다. 주로 바닷가나 큰 호숫가에서 살며 물고기를 잡아먹었다. 크기 1.5m, 육식성이다.",게르마노닥틸루스의 크기는?,1.5m,143
,"게르마노닥틸루스는 머리가 길고 주둥이 끝부터 머리 뒤쪽으로 낮은 볏이 발달했으며, 주둥이에는 날카로운 이빨이 나 있다. 몸이 가벼워서 하늘을 자유자재로 날았을 것으로 보인다. 꼬리는 매우 짧다. 주로 바닷가나 큰 호숫가에서 살며 물고기를 잡아먹었다. 크기 1.5m, 육식성이다.",게르마노닥틸루스의 꼬리길이는?,매우 짧다,102
,"게르마노닥틸루스는 머리가 길고 주둥이 끝부터 머리 뒤쪽으로 낮은 볏이 발달했으며, 주둥이에는 날카로운 이빨이 나 있다. 몸이 가벼워서 하늘을 자유자재로 날았을 것으로 보인다. 꼬리는 매우 짧다. 주로 바닷가나 큰 호숫가에서 살며 물고기를 잡아먹었다. 크기 1.5m, 육식성이다.",게르마노닥틸루스의 머리 뒤쪽으로 발달한 것은 무엇인가?,낮은 볏,33
,"고르고사우루스는 백악기 후기 현재의 미국과 캐나다 주변에 생식했던 육식 공룡의 일종이다. 죽은 공룡의 시체를 먹고 살았다는 가설로 유명한다. 크기 8-9m , 무게 2.5톤이다.",고르고사우루스의 크기는 얼마인가?,8-9m,82
,"고르고사우루스는 백악기 후기 현재의 미국과 캐나다 주변에 생식했던 육식 공룡의 일종이다. 죽은 공룡의 시체를 먹고 살았다는 가설로 유명한다. 크기 8-9m , 무게 2.5톤이다.",고르고사우루스의 무게는 얼마인가?,2.5톤,92
,"고르고사우루스는 백악기 후기 현재의 미국과 캐나다 주변에 생식했던 육식 공룡의 일종이다. 죽은 공룡의 시체를 먹고 살았다는 가설로 유명한다. 크기 8-9m , 무게 2.5톤이다.",고르고사우루스는 어디에 생식했는가?,미국과 캐나다,20
,"그나토사우루스는 주둥이가 길고, 날카로운 이빨이 한 줄로 나란히 나 있다. 이러한 이빨들은 주둥이 쪽으로 갈수록 커진다. 주둥이 위에는 뼈로 된 얇은 볏이 달렸는데, 어떤 용도로 사용했는지 밝혀지지 않았다. 바닷가나 호수에서 물고기를 잡아먹었다. 크기는 1.5-2m이다.",그나토사우루스의 특징은 무엇인가?,얇은 볏,81
,"그나토사우루스는 주둥이가 길고, 날카로운 이빨이 한 줄로 나란히 나 있다. 이러한 이빨들은 주둥이 쪽으로 갈수록 커진다. 주둥이 위에는 뼈로 된 얇은 볏이 달렸는데, 어떤 용도로 사용했는지 밝혀지지 않았다. 바닷가나 호수에서 물고기를 잡아먹었다. 크기는 1.5-2m이다.",그나토사우루스의 크기는?,1.5-2m,142
,"그나토사우루스는 주둥이가 길고, 날카로운 이빨이 한 줄로 나란히 나 있다. 이러한 이빨들은 주둥이 쪽으로 갈수록 커진다. 주둥이 위에는 뼈로 된 얇은 볏이 달렸는데, 어떤 용도로 사용했는지 밝혀지지 않았다. 바닷가나 호수에서 물고기를 잡아먹었다. 크기는 1.5-2m이다.",그나토사우루스의 주식은 무엇인가?,물고기,126
,"길모레오사우루스는 무리 지어 살며 오리 주둥이로 유명한 하드로사우루스는 수많은 이빨로 먹이를 갈아 먹었다. 특이한 점은 뼈에 종양의 흔적이 있다는 점이다. 백악기 공룡에게도 악성종양 질환이 있었다는 점이 밝혀진 것인데, 종양이 생긴 원인에 대해서는 여러 가지 예측이 있다. 근친번식에 따른 유전적인 결함이거나, 당시 중앙아시아 지역의 특별한 병원균이 발병 원인이 되었을 것으로 추정한다. 크기 8m, 무게 1.4-1.5톤이다.",길모레오사우루스의 뼈에 무엇의 흔적이 있는가?,종양,70
,"길모레오사우루스는 무리 지어 살며 오리 주둥이로 유명한 하드로사우루스는 수많은 이빨로 먹이를 갈아 먹었다. 특이한 점은 뼈에 종양의 흔적이 있다는 점이다. 백악기 공룡에게도 악성종양 질환이 있었다는 점이 밝혀진 것인데, 종양이 생긴 원인에 대해서는 여러 가지 예측이 있다. 근친번식에 따른 유전적인 결함이거나, 당시 중앙아시아 지역의 특별한 병원균이 발병 원인이 되었을 것으로 추정한다. 크기 8m, 무게 1.4-1.5톤이다.",길모레오사우루스의 크기는?,8m,220
,"길모레오사우루스는 무리 지어 살며 오리 주둥이로 유명한 하드로사우루스는 수많은 이빨로 먹이를 갈아 먹었다. 특이한 점은 뼈에 종양의 흔적이 있다는 점이다. 백악기 공룡에게도 악성종양 질환이 있었다는 점이 밝혀진 것인데, 종양이 생긴 원인에 대해서는 여러 가지 예측이 있다. 근친번식에 따른 유전적인 결함이거나, 당시 중앙아시아 지역의 특별한 병원균이 발병 원인이 되었을 것으로 추정한다. 크기 8m, 무게 1.4-1.5톤이다.",길모레오사우루스의 무게는?,1.4-1.5톤,227
,"나노티라누스는 백악기 후기에 살았던 티라노사우루스과의 공룡이다. 몸길이 4-5m, 몸무게 1톤에 이른다. 주로 미국에서 화석이 발견되고 있다. 이 공룡은 티라노사우루스와 성질이 비슷하였다. 티라노사우루스보다 더 작고 힘도 못 따라갔지만 더욱 빠르고 민첩하였다.",나노티라누스와 비슷한 공룡은?,티라노사우루스,20
,"나노티라누스는 백악기 후기에 살았던 티라노사우루스과의 공룡이다. 몸길이 4-5m, 몸무게 1톤에 이른다. 주로 미국에서 화석이 발견되고 있다. 이 공룡은 티라노사우루스와 성질이 비슷하였다. 티라노사우루스보다 더 작고 힘도 못 따라갔지만 더욱 빠르고 민첩하였다.",나노티라누스의 크기는?,4-5m,40
,"나노티라누스는 백악기 후기에 살았던 티라노사우루스과의 공룡이다. 몸길이 4-5m, 몸무게 1톤에 이른다. 주로 미국에서 화석이 발견되고 있다. 이 공룡은 티라노사우루스와 성질이 비슷하였다. 티라노사우루스보다 더 작고 힘도 못 따라갔지만 더욱 빠르고 민첩하였다.",나노티라누스의 무게는?,1톤,50
,"노밍기아는 중생대 백악기 후기 아시아대륙에 서식한 용반류 일종의 육식공룡이다. 화석은 고비 사막에서 발견되었다. 오늘날의 조류와 유사하게 꼬리부분에 깃털이 있고, 입은 새의 부리 모양이다. 크기 1-2m, 무게 20kg이다.",노밍기아의 크기는?,1-2m,109
,"노밍기아는 중생대 백악기 후기 아시아대륙에 서식한 용반류 일종의 육식공룡이다. 화석은 고비 사막에서 발견되었다. 오늘날의 조류와 유사하게 꼬리부분에 깃털이 있고, 입은 새의 부리 모양이다. 크기 1-2m, 무게 20kg이다.",노밍기아의 무게는?,20kg,118
,"노밍기아는 중생대 백악기 후기 아시아대륙에 서식한 용반류 일종의 육식공룡이다. 화석은 고비 사막에서 발견되었다. 오늘날의 조류와 유사하게 꼬리부분에 깃털이 있고, 입은 새의 부리 모양이다. 크기 1-2m, 무게 20kg이다.",노밍기아의 화석 발견지는?,고비 사막,48
,"노아사우루스는 중생대 백악기 후기, 오늘날 남아메리카 대륙에서 서식한 2족보행의 육식공룡이다. 화석은 아르헨티나에서 발견되었다. 무게 15~20kg, 크기 2m이다.",노아사우루스의 크기는?,2m,87
,"노아사우루스는 중생대 백악기 후기, 오늘날 남아메리카 대륙에서 서식한 2족보행의 육식공룡이다. 화석은 아르헨티나에서 발견되었다. 무게 15~20kg, 크기 2m이다.",노아사우루스의 화석 발견지는?,아르헨티나,57
,"노토사우루스는 트라이아스기 후기에 번성했던 고대 해양 파충류이다. 남아메리카에서도 물론, 중국과 영국에서 발굴이 활발히 진행되고 있으며, 아직도 발굴이 진행 중이다. 주로 10마리에서 18마리 정도의 무리를 지어 생활했다. 발견된 화석 중에 가장 큰 화석은 길이가 최대 7m 정도였으며 최대 무게는 약 400kg 정도일 것으로 추정된다. 가장 많이 알려져 있는 것은 노토사우루스류 서열이다.",노토사우루스의 무게는?,400kg,169
,"노토사우루스는 트라이아스기 후기에 번성했던 고대 해양 파충류이다. 남아메리카에서도 물론, 중국과 영국에서 발굴이 활발히 진행되고 있으며, 아직도 발굴이 진행 중이다. 주로 10마리에서 18마리 정도의 무리를 지어 생활했다. 발견된 화석 중에 가장 큰 화석은 길이가 최대 7m 정도였으며 최대 무게는 약 400kg 정도일 것으로 추정된다. 가장 많이 알려져 있는 것은 노토사우루스류 서열이다.",노토사우루스의 크기는?,7m,151
,"노트로니쿠스는 중생대 백악기 후기, 오늘날 미국에서 서식한 초식공룡이다. 전체 몸 길이는 4.5-6m, 높이 3m, 체중은 1t-1.2t 정도 되었을 것으로 추정된다.",노트로니쿠스의 크기는?,4.5-6m,50
,"노트로니쿠스는 중생대 백악기 후기, 오늘날 미국에서 서식한 초식공룡이다. 전체 몸 길이는 4.5-6m, 높이 3m, 체중은 1t-1.2t 정도 되었을 것으로 추정된다.",노트로니쿠스의 무게는?,1t-1.2t,69
,"니제르사우루스는 초식 공룡으로 몸집이 거대하지만, 다른 용각류보다는 아주 작은 편이었다. 하지만 몸집을 지탱하는 척추뼈가 유난히 가늘고 약하다. 큰 특징은 주둥이 부분이다. 입안에 500개 정도나 되는 작은 이빨이 일직선으로 났다. 입안 앞부분에는 50개가 넘는 이빨이 나란히 늘어섰고, 그 이빨이 빠지면 보충할 수 있는 이빨이 뒤에 있다. 쥐라기 후기에 몸길이 25미터가 넘는 디플로도쿠스가 살았는데, 그 후손으로 보인다. 크기 8-9m 무게 10-12톤이다.",니제르사우루스의 무게는?,10-12톤,249
,"니제르사우루스는 초식 공룡으로 몸집이 거대하지만, 다른 용각류보다는 아주 작은 편이었다. 하지만 몸집을 지탱하는 척추뼈가 유난히 가늘고 약하다. 큰 특징은 주둥이 부분이다. 입안에 500개 정도나 되는 작은 이빨이 일직선으로 났다. 입안 앞부분에는 50개가 넘는 이빨이 나란히 늘어섰고, 그 이빨이 빠지면 보충할 수 있는 이빨이 뒤에 있다. 쥐라기 후기에 몸길이 25미터가 넘는 디플로도쿠스가 살았는데, 그 후손으로 보인다. 크기 8-9m 무게 10-12톤이다.",니제르사우루스의 크기는?,8-9m,241
,"닉토사우루스는 미국 중서부의 나이오브라라 누층에서 발견된 프테로닥틸류 익룡속으로, 백악기에 광활하고 얕은 바다에 묻혔다. 이 속에 수많은 종이 있으나, 이들 중 다수가 실제로 유효한지에 대해서는 추가 연구가 진행 중이다. 적어도 한 종은 비상적으로 큰 가지진 뿔같은 두개골 관을 보유하였다. 크기는2-3m이다.",닉토사우루스의 크기는?,2-3m,166
,"닉토사우루스는 미국 중서부의 나이오브라라 누층에서 발견된 프테로닥틸류 익룡속으로, 백악기에 광활하고 얕은 바다에 묻혔다. 이 속에 수많은 종이 있으나, 이들 중 다수가 실제로 유효한지에 대해서는 추가 연구가 진행 중이다. 적어도 한 종은 비상적으로 큰 가지진 뿔같은 두개골 관을 보유하였다. 크기는2-3m이다.",닉토사우루스의 화석 발견지는?,미국,8
,"데이노니쿠스는 육식공룡으로 전기 백악기에 존재하였던 공룡이다. 수각류인 드로마에오사우루스과에 속한다. 그중에서도 덩치는 매우 큰 편이었다. 길이는 최대 5m에 달했으며 몸은 날렵하게 생겼다. 또한 무게는 25-90kg 정도로 추정된다. 꼬리는 길었고, 뒷발에는 날카로운 갈고리 발톱이 있어서 사냥에 이용하였고, 다리가 길고 날렵해 점프하거나 잘 달릴 수 있었다. 주로 무리를 이루어 사냥한 것으로 추정된다.",데이노스쿠스의 크기는?,5m,85
,"데이노니쿠스는 육식공룡으로 전기 백악기에 존재하였던 공룡이다. 수각류인 드로마에오사우루스과에 속한다. 그중에서도 덩치는 매우 큰 편이었다. 길이는 최대 5m에 달했으며 몸은 날렵하게 생겼다. 또한 무게는 25-90kg 정도로 추정된다. 꼬리는 길었고, 뒷발에는 날카로운 갈고리 발톱이 있어서 사냥에 이용하였고, 다리가 길고 날렵해 점프하거나 잘 달릴 수 있었다. 주로 무리를 이루어 사냥한 것으로 추정된다.",데이노스쿠스의 무게는?,25-90kg,114
,"델타드로메우스는 백악기 후기 북아프리카 부근에서 살았던 대형 육식 공룡이다. 전체 몸 길이는 8m정도이고, 체중은 1톤이하로 가벼운 편이었다. 아마도 다리가 빨랐을 것으로 추정된다.",델타드로메우스의 생존시기는?,백악기 후기,9
,"델타드로메우스는 백악기 후기 북아프리카 부근에서 살았던 대형 육식 공룡이다. 전체 몸 길이는 8m정도이고, 체중은 1톤이하로 가벼운 편이었다. 아마도 다리가 빨랐을 것으로 추정된다.",델타드로메우스가 살던 지역은?,북아프리카,16
,"델타드로메우스는 백악기 후기 북아프리카 부근에서 살았던 대형 육식 공룡이다. 전체 몸 길이는 8m정도이고, 체중은 1톤이하로 가벼운 편이었다. 아마도 다리가 빨랐을 것으로 추정된다.",델타드로메우스의 길이는?,8m,52
,"도리그나투스는 포린쿠스와 비슷한 종류로, 꼬리가 길고 꼬리 끝에는 수직 날개가 붙어 있다. 머리는 약 10cm이며 딱딱한 꼬리, 긴 날개뼈가 있다. 새처럼 날갯짓을 하여 하늘을 자유롭게 날았던 것으로 보이며 긴 입 앞쪽에는 날카로운 이빨이 나 있어 물고기를 잡아먹기에 편리했다. 크기는 1m이다.",도리그나투스의 수직 날개는 어디에 붙어 있는가?,꼬리 끝,30
,"도리그나투스는 포린쿠스와 비슷한 종류로, 꼬리가 길고 꼬리 끝에는 수직 날개가 붙어 있다. 머리는 약 10cm이며 딱딱한 꼬리, 긴 날개뼈가 있다. 새처럼 날갯짓을 하여 하늘을 자유롭게 날았던 것으로 보이며 긴 입 앞쪽에는 날카로운 이빨이 나 있어 물고기를 잡아먹기에 편리했다. 크기는 1m이다.",도리그나투스의 크기는?,1m,160
,"도리그나투스는 포린쿠스와 비슷한 종류로, 꼬리가 길고 꼬리 끝에는 수직 날개가 붙어 있다. 머리는 약 10cm이며 딱딱한 꼬리, 긴 날개뼈가 있다. 새처럼 날갯짓을 하여 하늘을 자유롭게 날았던 것으로 보이며 긴 입 앞쪽에는 날카로운 이빨이 나 있어 물고기를 잡아먹기에 편리했다. 크기는 1m이다.",도리그나투스의 머리크기는?,약 10cm,55
,"듕가리프테루스는 중국을 대표하는 익룡이며, 주둥이가 위로 살짝 올라간 모습이 특이하다. 주둥이가 이렇게 된 것은 바다 위를 날면서 물고기를 쉽게 잡기 위함이었을 것이다. 부리 위에 볏이 발달해 있으며, 이빨은 뭉툭해 주로 조개를 부숴 먹은 듯하다. 뼛속이 비어 있어 몸은 가벼웠고 날갯짓을 하기보다는 행글라이더처럼 미끄러지듯이 상승 기류를 타고 날았다. 크기는 3m이다.",듕가리프테루스가 대표하는 나라는?,중국,9
,"듕가리프테루스는 중국을 대표하는 익룡이며, 주둥이가 위로 살짝 올라간 모습이 특이하다. 주둥이가 이렇게 된 것은 바다 위를 날면서 물고기를 쉽게 잡기 위함이었을 것이다. 부리 위에 볏이 발달해 있으며, 이빨은 뭉툭해 주로 조개를 부숴 먹은 듯하다. 뼛속이 비어 있어 몸은 가벼웠고 날갯짓을 하기보다는 행글라이더처럼 미끄러지듯이 상승 기류를 타고 날았다. 크기는 3m이다.",듕가리프테루스의 크기는?,3m,202
,"드로마에오사우루스는 중생대 백악기 후기, 오늘날 미국, 캐나다 부근에서 서식한 육식공룡이다. 전체 몸 길이는 약1.8m-2m, 체중은 15-20kg정도 되었을 것으로 추정된다. 화석은 캐나다 앨버타주에서 발견되었다. 오늘날 조류에 가까운 모습이었고, 2족보행을 했다. 그리고 몸이 날렵하고 꼬리가 길었을 것으로 추정되며 발이 빠르고 점프를 잘해서 달리기의 명수였다. 떼를 지어 몰려다니며 자기보다 큰 공룡을 쓰러뜨렸다. 먹이를 사용할 때에는 갈고리 모양의 발톱을 사용하였다. 2005년 연구에 따르면 드로마이오사우루스는 발톱으로 먹잇감을 죽이기보다는 턱에 의존했던 벨로키랍토르만큼 강력하게 거의 세 번 정도 물어뜯었을 것이라고 한다.",드로마에오사우루스의 생존시기는?,백악기 후기,15
,"드로마에오사우루스는 중생대 백악기 후기, 오늘날 미국, 캐나다 부근에서 서식한 육식공룡이다. 전체 몸 길이는 약1.8m-2m, 체중은 15-20kg정도 되었을 것으로 추정된다. 화석은 캐나다 앨버타주에서 발견되었다. 오늘날 조류에 가까운 모습이었고, 2족보행을 했다. 그리고 몸이 날렵하고 꼬리가 길었을 것으로 추정되며 발이 빠르고 점프를 잘해서 달리기의 명수였다. 떼를 지어 몰려다니며 자기보다 큰 공룡을 쓰러뜨렸다. 먹이를 사용할 때에는 갈고리 모양의 발톱을 사용하였다. 2005년 연구에 따르면 드로마이오사우루스는 발톱으로 먹잇감을 죽이기보다는 턱에 의존했던 벨로키랍토르만큼 강력하게 거의 세 번 정도 물어뜯었을 것이라고 한다.",드로마에오사우루스가 살던 나라는?,"미국, 캐나다",27
,"드로마에오사우루스는 중생대 백악기 후기, 오늘날 미국, 캐나다 부근에서 서식한 육식공룡이다. 전체 몸 길이는 약1.8m-2m, 체중은 15-20kg정도 되었을 것으로 추정된다. 화석은 캐나다 앨버타주에서 발견되었다. 오늘날 조류에 가까운 모습이었고, 2족보행을 했다. 그리고 몸이 날렵하고 꼬리가 길었을 것으로 추정되며 발이 빠르고 점프를 잘해서 달리기의 명수였다. 떼를 지어 몰려다니며 자기보다 큰 공룡을 쓰러뜨렸다. 먹이를 사용할 때에는 갈고리 모양의 발톱을 사용하였다. 2005년 연구에 따르면 드로마이오사우루스는 발톱으로 먹잇감을 죽이기보다는 턱에 의존했던 벨로키랍토르만큼 강력하게 거의 세 번 정도 물어뜯었을 것이라고 한다.",드로마에오사우루스의 무게는?,15-20kg,75
,"디메트로돈는 약 2.80-2.65억년 전 페름기에 번성한 육식성의 단궁류 중의 한 속이다. 디메트로돈은 도마뱀과 같은 파충류보다는 포유류에 사실 더 가깝다. 디메트로돈은 반룡류에 속한다. 디메트로돈의 화석은 북아메리카와 유럽에서 발견되며, 디메트로돈 발자국의 과학적 연구는 뉴멕시코 남부에서 제리 맥도날드가 이루었다. 크기는 3-3.5m이다.",디메트로돈의 종류는 무엇에 가까운가?,포유류,73
,"디메트로돈는 약 2.80-2.65억년 전 페름기에 번성한 육식성의 단궁류 중의 한 속이다. 디메트로돈은 도마뱀과 같은 파충류보다는 포유류에 사실 더 가깝다. 디메트로돈은 반룡류에 속한다. 디메트로돈의 화석은 북아메리카와 유럽에서 발견되며, 디메트로돈 발자국의 과학적 연구는 뉴멕시코 남부에서 제리 맥도날드가 이루었다. 크기는 3-3.5m이다.",디메트로돈의 화석발견 위치는?,북아메리카와 유럽,116
,"디메트로돈는 약 2.80-2.65억년 전 페름기에 번성한 육식성의 단궁류 중의 한 속이다. 디메트로돈은 도마뱀과 같은 파충류보다는 포유류에 사실 더 가깝다. 디메트로돈은 반룡류에 속한다. 디메트로돈의 화석은 북아메리카와 유럽에서 발견되며, 디메트로돈 발자국의 과학적 연구는 뉴멕시코 남부에서 제리 맥도날드가 이루었다. 크기는 3-3.5m이다.",디메트로돈의 크기는?,3-3.5m,182
,"디모르포돈는 꼬리는 길고 꼬리 끝에 수직 날개가 달려 있다. 다른 익룡들과 크게 다른 점은 머리가 상대적으로 크며, 주둥이가 뭉툭하고 날카로운 이빨이 나있다는 것이다. 이 이빨에는 두 가지 종류가 있는데, 앞쪽에는 뾰족하고 날카로운 이빨이 났고, 안쪽에는 작은 이빨이 났다. 바닷가에서 살며 물고기를 잡아먹었고, 때론 곤충도 먹었다. 크기는 80-100cm이다.",디모르포돈의 크기는? ,80-100cm,191
,"디크레오사우루스는 중생대 쥐라기 후기에 살았던 대형 초식공룡이다. 튼튼한 두 갈래의 등뼈가 솟아 있고 그 줄기를 따라서 양쪽으로 갈라진 돌기가 솟아 있다. 화석은 아프리카의 탄자니아에서 발굴되었다. 전체 몸 길이는 최대13m, 키는 7m이고 몸무게는 15톤이 나갔던 거대한 공룡이다. 1914년에 발굴되어 독일의 훔볼트 박물관에 전시되기도 하였던 공룡이다.",디크레오사우루스의 생존시기는?,쥐라기 후기,14
,"디크레오사우루스는 중생대 쥐라기 후기에 살았던 대형 초식공룡이다. 튼튼한 두 갈래의 등뼈가 솟아 있고 그 줄기를 따라서 양쪽으로 갈라진 돌기가 솟아 있다. 화석은 아프리카의 탄자니아에서 발굴되었다. 전체 몸 길이는 최대13m, 키는 7m이고 몸무게는 15톤이 나갔던 거대한 공룡이다. 1914년에 발굴되어 독일의 훔볼트 박물관에 전시되기도 하였던 공룡이다.",디크레오사우루스의 크기는?,7m,130
,"디크레오사우루스는 중생대 쥐라기 후기에 살았던 대형 초식공룡이다. 튼튼한 두 갈래의 등뼈가 솟아 있고 그 줄기를 따라서 양쪽으로 갈라진 돌기가 솟아 있다. 화석은 아프리카의 탄자니아에서 발굴되었다. 전체 몸 길이는 최대13m, 키는 7m이고 몸무게는 15톤이 나갔던 거대한 공룡이다. 1914년에 발굴되어 독일의 훔볼트 박물관에 전시되기도 하였던 공룡이다.",디크레오사우루스의 무게는?,15톤,140
,"디플로도쿠스의 뼈는 꼬리 아래에 위치해 있다. 이 뼈들은 처음부터 디플로도쿠스의 특이점으로 믿어져 왔다. 그러나, 이런 뼈는 다른 디플로도쿠스과 공룡이나, 디플로도쿠스과 외에도 마멘키사우루스 등에서도 발견되고 있다. 몸집은 아프리카 코끼리 4마리를 합쳐 놓은 것과 유사했으며 총 길이는 30m에 몸무게는 16톤에 달했을 것으로 추정되지만 과거 세이스모사우루스로 불렸던 디플로도쿠스 할로룸은 길이가 40m에 달했다.",디플로도쿠스의 크기는?,40m,222
,"디플로도쿠스의 뼈는 꼬리 아래에 위치해 있다. 이 뼈들은 처음부터 디플로도쿠스의 특이점으로 믿어져 왔다. 그러나, 이런 뼈는 다른 디플로도쿠스과 공룡이나, 디플로도쿠스과 외에도 마멘키사우루스 등에서도 발견되고 있다. 몸집은 아프리카 코끼리 4마리를 합쳐 놓은 것과 유사했으며 총 길이는 30m에 몸무게는 16톤에 달했을 것으로 추정되지만 과거 세이스모사우루스로 불렸던 디플로도쿠스 할로룸은 길이가 40m에 달했다.",디플로도쿠스의 무게는?,16톤,170
,"딜로포사우루스는 쥐라기 전기에 서식하던 수각류 육식 공룡이다. 몸길이는 6m이며 무게는 500-600kg으로 추정한다. 볏은 30cm 길이의 반달 모양이다. 이 볏은 이 공룡이 이성을 유혹하는 데 쓰인 것으로 추측된다. 무리를 지어 사냥하였던 것으로 보인다.그리고 중소형 육식공룡 중 하나이다. 영화 쥬라기 공원에서는 독을 사용하는 공룡으로 나오지만, 실제로는 독이 없었고, 다른 수각류 공룡처럼 이빨로 공격하였을 것이다. 몸이 날렵해서 빠르게 잘 달렸으며, 긴 꼬리로는 몸의 균형을 잡았다. 앞발과 뒷발의 발가락에는 날카로운 발톱이 달려있었고, 턱은 약하였으나 이빨은 날카로웠다.",딜로포사우루스의 생존시기는?,쥐라기 전기,9
,"딜로포사우루스는 쥐라기 전기에 서식하던 수각류 육식 공룡이다. 몸길이는 6m이며 무게는 500-600kg으로 추정한다. 볏은 30cm 길이의 반달 모양이다. 이 볏은 이 공룡이 이성을 유혹하는 데 쓰인 것으로 추측된다. 무리를 지어 사냥하였던 것으로 보인다.그리고 중소형 육식공룡 중 하나이다. 영화 쥬라기 공원에서는 독을 사용하는 공룡으로 나오지만, 실제로는 독이 없었고, 다른 수각류 공룡처럼 이빨로 공격하였을 것이다. 몸이 날렵해서 빠르게 잘 달렸으며, 긴 꼬리로는 몸의 균형을 잡았다. 앞발과 뒷발의 발가락에는 날카로운 발톱이 달려있었고, 턱은 약하였으나 이빨은 날카로웠다.",딜로포사우루스의 크기는?,6m,40
,"람베오사우루스는 7천 5백만년 전 북아메리카의 백악기 후기에 살았던 하드로사우루스과 공룡의 한 종류이다. 이 거대한 공룡은 가장 잘 알려진 종에서 도끼를 닮은 독특한 속이 빈 두개골의 꼭대기로 알려져 있다. 이 속과 관련된 물질은 1902년 로렌스 람베에 의해 처음 명명되었다. 20년이 지난 1923년, 더 잘 보존된 표본에 기초하여 람베를 기리기 위해 윌리엄 파크스에 의해 현대적인 이름이 지어졌다. 크기는 9-10m이다.",람베오사우르스의 생존시기는?,백악기 후기,26
,"람베오사우루스는 7천 5백만년 전 북아메리카의 백악기 후기에 살았던 하드로사우루스과 공룡의 한 종류이다. 이 거대한 공룡은 가장 잘 알려진 종에서 도끼를 닮은 독특한 속이 빈 두개골의 꼭대기로 알려져 있다. 이 속과 관련된 물질은 1902년 로렌스 람베에 의해 처음 명명되었다. 20년이 지난 1923년, 더 잘 보존된 표본에 기초하여 람베를 기리기 위해 윌리엄 파크스에 의해 현대적인 이름이 지어졌다. 크기는 9-10m이다.",람베오사우르스의 크기는?,9-10m,230
,"람베오사우루스는 7천 5백만년 전 북아메리카의 백악기 후기에 살았던 하드로사우루스과 공룡의 한 종류이다. 이 거대한 공룡은 가장 잘 알려진 종에서 도끼를 닮은 독특한 속이 빈 두개골의 꼭대기로 알려져 있다. 이 속과 관련된 물질은 1902년 로렌스 람베에 의해 처음 명명되었다. 20년이 지난 1923년, 더 잘 보존된 표본에 기초하여 람베를 기리기 위해 윌리엄 파크스에 의해 현대적인 이름이 지어졌다. 크기는 9-10m이다.",람베오사우르스와 닮은 공룡은?,하드로사우루스,38
,"람포린쿠스는 크기 60-100cm 쥐라기 후기에 살았던 익룡의 일종이다. 머리는 가늘고 길쭉하며, 턱이 길고 날카로운 이빨이 삐죽삐죽 튀어나와 있어 물고기를 잡기에 편리했다. 하지만 이빨을 사용하기 위해서는 턱 근육이 필요했고, 그런 만큼 머리가 무거워지자 균형을 잡기 위해 꼬리가 길었다. 긴 꼬리에는 날 때 자유롭게 방향을 잡을 수 있도록 수직으로 뻗은 마름모꼴의 꼬리 날개가 있다. 몸집이 크지 않고 날개는 작지만 힘차게 날갯짓했을 것으로 보인다. 날개 끝은 날카롭고, 뼈는 새처럼 비어 있어 무게를 가볍게 해 주었다. 바닷가 절벽에 둥지를 틀고 새끼를 길렀다.",람포린쿠스의 크기는?,60-100cm,10
,"람포린쿠스는 크기 60-100cm 쥐라기 후기에 살았던 익룡의 일종이다. 머리는 가늘고 길쭉하며, 턱이 길고 날카로운 이빨이 삐죽삐죽 튀어나와 있어 물고기를 잡기에 편리했다. 하지만 이빨을 사용하기 위해서는 턱 근육이 필요했고, 그런 만큼 머리가 무거워지자 균형을 잡기 위해 꼬리가 길었다. 긴 꼬리에는 날 때 자유롭게 방향을 잡을 수 있도록 수직으로 뻗은 마름모꼴의 꼬리 날개가 있다. 몸집이 크지 않고 날개는 작지만 힘차게 날갯짓했을 것으로 보인다. 날개 끝은 날카롭고, 뼈는 새처럼 비어 있어 무게를 가볍게 해 주었다. 바닷가 절벽에 둥지를 틀고 새끼를 길렀다.",람포린쿠스의 생존시기는?,쥐라기 후기,19
,"람포린쿠스는 크기 60-100cm 쥐라기 후기에 살았던 익룡의 일종이다. 머리는 가늘고 길쭉하며, 턱이 길고 날카로운 이빨이 삐죽삐죽 튀어나와 있어 물고기를 잡기에 편리했다. 하지만 이빨을 사용하기 위해서는 턱 근육이 필요했고, 그런 만큼 머리가 무거워지자 균형을 잡기 위해 꼬리가 길었다. 긴 꼬리에는 날 때 자유롭게 방향을 잡을 수 있도록 수직으로 뻗은 마름모꼴의 꼬리 날개가 있다. 몸집이 크지 않고 날개는 작지만 힘차게 날갯짓했을 것으로 보인다. 날개 끝은 날카롭고, 뼈는 새처럼 비어 있어 무게를 가볍게 해 주었다. 바닷가 절벽에 둥지를 틀고 새끼를 길렀다.",람포린쿠스의 긴 꼬리에는 무슨 모양의 꼬리 날개가 있는가?,마름모꼴,200
